SKU,SM
SMPH19057977,MYFSH 150IU INJ
SMPH19057979,MISOPROST 25MCG TAB
SMPH19057986,FERIS SYP 150 ML
SMPH19057987,COEFSH HP 75IU INJ
SMPH19058001,CRINONE 8% GEL
SMPH19058046,DUBAGEST 300MG CAP
SMPH19058049,OESTROGEL
SMPH19058101,PROSTODIN 125MCG INJ
SMPH19058110,GESTONE GEL
SMPH19058143,ESTRABET GEL 80GM
SMPH19058146,FEREDET TAB
SMPH19058163,LIVOGEN KID SYP 200ML
SMPH19058247,SAUGELLA DERMOLIQUIDO CLEANSER 100 ML
SMPH19058266,TOSIBAN 6.75 MG INJ
SMPH19058270,EVANEW VAG. TAB
SMPH19058301,PREGCERT 400 MG CAP
SMPH19058333,ISEREN GEL
SMPH19058336,LABTOCIN 5IU INJ
SMPH19058343,OXYPRO 1ML INJ
SMPH19058408,CLOME TAB 100 MG
SMPH19058488,GMH 75IU INJ
SMPH19058496,LIVOGEN BABY DROP 15ML
SMPH19058514,CANDID V1 TAB
SMPH19058521,MATERNA HCG 10000IU INJ
SMPH19058542,BETADINE VAGINAL DOUCHE 200ML
SMPH19058613,EVATOCIN 10IU INJ
SMPH19058631,CLOME TAB 50 MG
SMPH19058648,WOFOL-Z CAP
SMPH19058703,SIPHENE M TAB
SMPH19058718,MODUS 10MG TAB
SMPH19059310,ULIBEST TAB
SMPH19059895,FEMOSTON 1MG/10MG TAB
SMPH19060001,GDM SAFE POWDER
SMPH19060006,OROFER XT TAB
SMPH19060080,ADENOXYL HB CAP
SMPH19060420,NATUROGEST 200MG CAP
SMPH19060467,PROGYNOVA 1MG TAB
SMPH19060468,PROGYNOVA 2MG TAB
SMPH19060473,PROSTODIN 250MCG INJ
SMPH19060498,SICRIPTIN 2.5MG TAB
SMPH19060508,SUSTEN GEL VAG. 8 % 10GM
SMPH19060529,V-WASH LIQUID SOAP 100ML
SMPH19060548,YAMINI TAB
SMPH19082183,DYTON XT TAB
SMPH19082219,FERYPOT SYP 150ML
SMPH19082280,MESOPROSTOL 200MG TAB
SMPH19082459,M2KIT TAB
SMPH19082512,OROFER S 200MG INJ
SMPH19082513,OROFER S 50MG INJ
SMPH19082573,CERNOS DEPOT 4ML
SMPH19082801,CANESTEN V6 VT TAB
SMPH19082807,CLINGEN V3 VAG TAB
SMPH19082828,FEREDINO TAB
SMPH19082829,FERTIGYN HP 10000 IU INJ
SMPH19082830,FERTIGYN HP 2000 IU INJ
SMPH19082834,FOLISURGE 225 IU INJ
SMPH19082846,LACTACYD LOTION 120ML
SMPH19082996,MENTIF-COMBI KIT TAB
SMPH19083131,NECTRAPILL KIT TAB
SMPH19083132,FEREVER TAB
SMPH19083133,ROSEFER TAB
SMPH19083137,MI-KIT TAB
SMPH19083138,FERRIWOK XT TAB
SMPH19083139,FESOVIT CAP
SMPH19083214,ROSEFER 200ML
SMPH19083291,FEREDON TAB
SMPH19083311,POLISITOL OD TAB
SMPH19083328,VOFOL MYO TAB
SMPH19083393,WINIDA XT
SMPH19083407,OROFER-FCM INJ
SMPH19083408,COEFSH 150IU PFS INJ
SMPH19083410,SUREMA XT CAP
SMPH19083417,MISTOL 200MG TAB
SMPH19083431,DNP 25GM GEL
SMPH19083801,FERTIGYN HP 5000 IU INJ
SMPH19083817,CERAZETTE TAB
SMPH19048114,ELTROXIN 100 MCG TAB
SMPH19048115,BETNESOL 0.5MG TAB
SMPH19048116,THYRONORM 25MCG TAB
SMPH19048117,THYRONORM 50MCG TAB
SMPH19048118,KENACORT 40MG INJ
SMPH19048119,THYRONORM 100MCG TAB
SMPH19048121,THYRONORM 75MCG TAB
SMPH19048122,WYSOLONE TAB DT 5 MG
SMPH19048123,WYSOLONE TAB DT 10 MG
SMPH19048124,DEFCORT 6MG TAB
SMPH19048125,ELTROXIN 50MCG TAB
SMPH19048126,ELTROXIN 25MCG TAB
SMPH19048127,THYRONORM 12.5MCG TAB
SMPH19048129,NEOMERCAZOLE 10MG TAB
SMPH19048131,DEXONA 8MG INJ
SMPH19048133,OMNACORTIL 10MG TAB
SMPH19048134,SOLUMEDROL 1GM INJ
SMPH19048137,ELTROXIN 75MCG TAB
SMPH19048138,MEDROL 4MG TAB
SMPH19048139,THYRONORM 125MCG TAB
SMPH19048142,OMNACORTIL 60ML SYP
SMPH19048143,DEFZA 6MG TAB
SMPH19048144,DEXONA 0.5MG TAB
SMPH19048145,PREDMET 4MG TAB
SMPH19048146,NEOMERCAZOLE 5MG TAB
SMPH19048149,BETNESOL INJ
SMPH19048153,SOLUMEDROL 500MG INJ
SMPH19048154,THYRONORM 150MCG TAB
SMPH19048155,OCTRIDE 100MCG INJ
SMPH19048156,CETROLIX INJ 0.25MG
SMPH19048157,SOLU-MEDROL 125MG INJ
SMPH19048158,NEOMERCAZOLE 20MG TAB
SMPH19048160,PREDMET 8MG TAB
SMPH19048161,OMNACORTIL 20MG TAB
SMPH19048166,THYRONORM 88MCG TAB
SMPH19048169,OMNACORTIL DROPS 10ML
SMPH19048171,WYSOLONE TAB DT 20 MG
SMPH19048172,ZOMACTON 4 MG INJ
SMPH19048174,CORT S 100MG INJ
SMPH19048175,THYRONORM 62.5MCG TAB
SMPH19048177,EUTROPIN 4 IU INJ
SMPH19048179,DECDAN 4MG INJ
SMPH19048184,MEDROL 8MG TAB
SMPH19048185,TERLYZ 10ML INJ
SMPH19048186,PREDMET 16MG TAB
SMPH19048187,MINIRIN 0.1MG TAB
SMPH19048188,MEDROL 16MG TAB
SMPH19048190,DEPOPRED 2ML INJ
SMPH19048192,KIDPRED SYP
SMPH19048193,THYROWEL CAP
SMPH19048196,METHIMEZ 10MG TAB
SMPH19048197,MINIRIN 0.2 MG TAB
SMPH19048198,TERLISTAT INJ
SMPH19048208,IVEPRED 1000MG INJ
SMPH19048209,ASPORELIX INJ 0.25 MG
SMPH19048213,CPRESSIN PFS INJ
SMPH19048214,ACTIDE INJ 100MCG
SMPH19048216,OKERON 100MCG INJ
SMPH19048220,HISONE 10MG TAB
SMPH19048221,PTU 50MG TAB
SMPH19048222,KENACORT 10MG INJ
SMPH19048223,MINIRIN NASAL SPRAY
SMPH19048226,ZEMPRED 8MG TAB
SMPH19048228,OMNACORTIL TAB 40MG
SMPH19048231,OMNACORTIL FORTE SYP 60ML
SMPH19048232,ZEMPRED 4MG TAB
SMPH19048236,DEFCORT 24MG TAB
SMPH19048237,HISONE 5MG TAB
SMPH19048240,DEPO MEDROL 40MG 2ML INJ
SMPH19048242,ELTROXIN 125MCG TAB
SMPH19048244,REMESTYP 10ML
SMPH19048245,OMNACORTIL 30MG TAB
SMPH19048246,VPRESS 20IU INJ
SMPH19048247,CETROCARE 0.25 MG INJ
SMPH19048250,DEFCORT 18MG TAB
SMPH19048251,DEFZA 30MG TAB
SMPH19048262,METHIMEZ 5MG TAB
SMPH19048265,SETROSIL 0.25MG PFS INJ
SMPH19048266,IVEPRED 500MG INJ
SMPH19048267,NEODROL 40 MG INJ
SMPH19048269,OCTRIDE -50 MG INJ
SMPH19048274,DEZACOR SYRUP
SMPH19048276,HYDROCORT INJ 100 MG
SMPH19048287,T-PRESSIN 10ML INJ
SMPH19048294,OCTRIDE DEPOT 20MG INJ
SMPH19048296,THYROUP 100MCG TAB
SMPH19048309,BETNI INJ
SMPH19048314,MELOSET TAB 3 MG
SMPH19048320,THYRONORM 37.5MCG TAB
SMPH19048323,DEPOTEX 125MG INJ
SMPH19048324,SANDOSTATIN LAR 30MG INJ
SMPH19048325,BETNESOL FORTE TAB
SMPH19048327,DEFSTAR TAB 6 MG
SMPH19048329,HISONE 20MG TAB
SMPH19048336,DEFZA 24MG TAB
SMPH19048344,GENOTROPIN INJ
SMPH19048345,DEPO MEDROL 40MG 1ML INJ
SMPH19048350,MEPRESSO-D 40MG INJ
SMPH19048351,MINIRIN MELT 120 MCG TAB
SMPH19048354,NEODROL 125MG INJ
SMPH19048356,DEPOTEX 40MG INJ
SMPH19048361,THYROCAB 5MG TAB
SMPH19048362,DELACORT 6MG TAB
SMPH19048370,PREMAXO 80MG INJ
SMPH19048380,DEFCORT 1MG TAB
SMPH19048393,OMNACORTIL TAB 2.5MG
SMPH19048413,ACTIDE INJ 50MCG
SMPH19048464,MEPSONATE 1GM INJ
SMPH19048475,CPRESSIN PFS INJ
SMPH19048497,HOSPISONE 1GM INJ
SMPH19048500,MEPRESSO I 40MG INJ
SMPH19048512,GLUGON 1MG INJ
SMPH19048518,PREMAXO 40MG INJ
SMPH19048533,CELOPRED INJ 500 MG
SMPH19048535,BIOSONE INJ 100 MG
SMPH19048544,MEPSONATE 500 MG INJ
SMPH19048600,DEFCORT ORAL SYP
SMPH19048602,MEPSONATE 125MG INJ
SMPH19048607,HOSPISONE 500MG INJ
SMPH19048625,DEXADRAN 2ML
SMPH19048637,MEPSONATE 40MG INJ
SMPH19048638,THYROUP 50MCG TAB
SMPH19048661,THYROUP 25MCG TAB
SMPH19048678,THYROUP 75MCG TAB
SMPH19048701,HOSPISONE 40MG INJ
SMPH19048716,CELOPRED INJ 125 MG
SMPH19048997,DEKSA 2 ML INJ
SMPH19049024,OMNACORTIL TAB 5MG
SMPH19082200,VASOPRESSIN 20 MG INJ [/GEN]
SMPH19082257,MELCADIN TAB
SMPH19082306,NUCTREO 50 MCG INJ
SMPH19082354,NUCTREO 100 MCG INJ
SMPH19082463,HEKORTIN 100MG INJ
SMPH19082498,DEFAC 6MG
SMPH19082839,GO 2 SLEEP SYP 100ML
SMPH19082858,MYPRED 40MG INJ
SMPH19082951,DECMAX 8MG TAB
SMPH19083094,DECMAX 8MG INJ
SMPH19083100,DECMAX 4MG TAB
SMPH19083101,LAZACORT 30MG TAB
SMPH19083186,NORDITROPIN NORDILET 10MG/1.5ML INJ
SMPH19083418,T-PRESS 10ML INJ
SMPH19083498,CELOSTATIN 100 MG INJ
SMPH19083691,BETAGEE 1ML INJ
SMPH19083703,AURADEX 4MG TABS
SMPH19083704,AURADEX 8MG TABS
SMPH19083705,BIODEXONE 2 ML INJ
SMPH19083744,PTU 100MG TAB
SMPH19083749,REVTER 1GM 10 ML INJ
SMPH19084304,OCTRIDE DEPOT 30MG INJ
SMPH19084642,SOLUMEDROL 125MG INJ
SMPH19072342,FLUSODEX 45% 500ML
SMPH19072301,HAEMACCEL IV INJ
SMPH19072303,VOLUVEN 6% 500ML INJ
SMPH19072304,RL 500ML INJ [ALBERT DAVID]
SMPH19072305,DNS 500ML [CLARIS]
SMPH19072310,RL 500ML INJ [CLARIS]
SMPH19072312,VOLULYTE 6% 500ML INJ
SMPH19072313,NS 500ML INJ [CLARIS]
SMPH19072318,SODAC 25ML INJ
SMPH19072320,NS 1000ML INJ [CLARIS]
SMPH19072322,NS 500ML INJ [ALBERT DAVID]
SMPH19072325,TNA PERI 1000ML INJ BAG [CLARIS]
SMPH19072326,5D 500ML [CLARIS]
SMPH19072328,MANNITOL INJ 20% 100 ML [CLARIS]
SMPH19072331,EXPAVON 500ML IV
SMPH19072335,G 75 SACHETS 75 GM
SMPH19072337,10D 500ML [FRESINIUS]
SMPH19072341,MANNITOL INJ 20% 100 ML [FRESENIUS]
SMPH19072347,5D 500ML [BAXTER]
SMPH19072351,RL 1000ML INJ [CLARIS]
SMPH19072354,5D 500ML [ALBERT DAVID]
SMPH19072360,10D 500ML [BAXTER]
SMPH19072364,NS INJ 100ML [BAXTER]
SMPH19072365,KIDROLYTE 500ML INJ
SMPH19072369,25D 100ML [CLARIS]
SMPH19072370,NS 3% VITRINAL 100ML
SMPH19072373,25D 100ML [FRESINIUS]
SMPH19072386,HAFNOR NS 0.45% 500ML [CLARIS]
SMPH19072391,PHYSIOMAX INJ 500ML
SMPH19072396,10D 500ML [CLARIS]
SMPH19072404,25D 100ML [BAXTER]
SMPH19072411,NS 500ML UNIBAG [CLARIS]
SMPH19072470,50D 25ML [ALBERT DAVID]
SMPH19072479,EM INFUSION 500ML [BAXTER]
SMPH19082164,NS 100ML FLEXIDRIP [CLARIS]
SMPH19082165,NS 500ML FLEXIDRIP [CLARIS] 
SMPH19082169,25D 100ML [CLARIS]
SMPH19082193,RL 500ML FLEXIDRIP [CLARIS]
SMPH19082194,RL 500ML [CLARIS]
SMPH19082282,NIRDEX 1/2 DNS 500 ML
SMPH19082291,DNS 500ML FLEXIDRIP [CLARIS] 
SMPH19082297,NS 0.9% 100ML FLEXIDRIP [CLARIS]
SMPH19082322,NS 500 ML FLEXIDRIP [CLARIS]
SMPH19082324,5D 500 ML [DENIS]
SMPH19082338,5D 500 ML [CLARIS]
SMPH19082401,NS 500ML [CLARIS]
SMPH19082448,NS 3000ML INJ [CLARIS]
SMPH19082669,NEPHROSTERIL 500ML INJ
SMPH19082811,10D GLASS 500 ML [DENIS]
SMPH19082812,25D 25ML [ALBERT DAVID]
SMPH19082813,25D 100ML [ALBERT DAVID]
SMPH19082821,EP 500ML INFUSION [EUROLIFE]
SMPH19082822,EP 500ML INFUSION [BAXTER]
SMPH19082843,ICOLYTE P FORTE INJ 100ML
SMPH19082847,5D LIFEPORT 500ML [EUROLIFE]
SMPH19082879,NS 3000ML INJ [DENIS]
SMPH19082903,NS 0.45 % 500ML [CLARIS]
SMPH19082904,NS 10ML [AISHWARYA LIFESCIENCE]
SMPH19082905,NS 100ML [NIRLIFE]
SMPH19082906,NS 10ML INJ [NIRLIFE]
SMPH19082908,NS 3% 100ML [PENTAGON]
SMPH19082909,NS 3% 100ML [CLARIS]
SMPH19083333,25D 100ML [ACULIFE]
SMPH19083340,NS 1000ML INJ [FRESENIUS KABI]
SMPH19083345,TNA PERI 2000ML BAG [OTSUKA]
SMPH19083465,KABILYTE 500ML INJ
SMPH19083471,NIRDEX 45 500ML
SMPH19083725,INTERSOL 500ML
SMPH19083727,KIDROLYTE P 500ML INJ
SMPH19083754,STEROFUNDIN-ISO 500ML INJ
SMPH19083770,RL 500ML UNIBAG [CLARIS]
SMPH19083778,NS 500ML EUROLIFE [CLARIS]
SMPH19083779,RL 500ML [EUROLIFE]
SMPH19083780,NS 3000ML INJ [EUROLIFE]
SMPH19083782,NS 1000ML [EUROLIFE]
SMPH19083784,5D 500ML [EUROLIFE]
SMPH19083786,NS 500ML LIFEPORT [EUROLIFE]
SMPH19083787,NS 100ML LIFEPORT [EUROLIFE]
SMPH19083789,5D 500ML LIFEPORT [EUROLIFE]
SMPH19083790,RL 500ML LIFEPORT [EUROLIFE]
SMPH19083791,NS 1000ML INJ ECOFLAC [B.BRAUN]
SMPH19083792,NS 500 ML ECOFLAC [B.BRAUN]
SMPH19083793,NS 1000ML INJ [NIRLIFE]
SMPH19083808,NS 100ML INJ [WOCKHARDT]
SMPH19083818,STERILE WATER FOR INJ 5ML SUPER AMPULE [OTSUKA]
SMPH19083845,DNS 500ML FLEXIDRIP [CLARIS]
SMPH19083847,STERILE WATER FOR INJ 10ML [CLARIS]
SMPH19083915,RL 500ML INJ ECOFLAC PLUS [B BRAUN]
SMPH19084133,STERILE WATER FOR INJ 10ML [NIRLIFE]
SMPH19084295,5D ECOFLAC PLUS 500ML [B BRAUN]
SMPH19084297,NS 500ML ECOFLAC PLUS [B BRAUN]
SMPH19084549,NS 1000ML INJ FREEFLEX [FRESENIUS KABI]
SMPH19084614,NS 100ML EUROHEAD [FRESENIUS KABI]
SMPH19084618,RL 500ML [FRESENIUS KABI]
SMPH19084635,NS 1000ML INJ ECOFLAC PLUS [B BRAUN]
SMPH19019537,LEVIPIL 500MG TAB
SMPH19019543,VERTIN 16MG TAB
SMPH19019545,LEVERA 500MG TAB
SMPH19019548,EPTOIN 100MG TAB
SMPH19019555,LYRICA 75MG CAP
SMPH19019563,ZOLFRESH 10MG TAB
SMPH19019572,TRYPTOMER TAB 10 MG
SMPH19019574,VERTIN 8MG TAB
SMPH19019576,VASOGRAIN TAB
SMPH19019577,NEXITO PLUS TAB
SMPH19019579,FRISIUM 10MG TAB
SMPH19019582,STROCIT PLUS TAB
SMPH19019584,STROCIT 500MG TAB
SMPH19019586,OXETOL TAB 300 MG
SMPH19019589,PROTHIADEN 25MG TAB
SMPH19019596,NEXITO TAB 10 MG
SMPH19019603,SYNDOPA PLUS TAB
SMPH19019607,FRISIUM 5MG TAB
SMPH19019612,STALOPAM PLUS TAB
SMPH19019614,STUGERON 25MG TAB
SMPH19019617,QUOGRESS CAP
SMPH19019622,PROTHIADEN 75MG TAB
SMPH19019627,AMANTREL CAP 100 MG
SMPH19019628,PLACIDA TAB
SMPH19019630,PACITANE TABS
SMPH19019631,LEVIPIL SYP 100ML
SMPH19019632,NEXITO FORTE TAB
SMPH19019637,GABAPIN 300MG CAP
SMPH19019644,REVOCON TAB
SMPH19019649,LIBOTRYP 12.5MG/5MG TAB
SMPH19019651,LEVIPIL 750MG TAB
SMPH19019658,VALPARIN SYP 200ML
SMPH19019659,LEVIGRESS 500MG TAB
SMPH19019660,SERTA TAB 50 MG
SMPH19019661,NOOTROPIL 800MG TAB
SMPH19019663,GABAPIN 100MG TAB
SMPH19019666,VALPROL CR 500 MG TAB
SMPH19019668,ENCORATE CHRONO 200MG TAB
SMPH19019670,SIBELIUM 10MG TAB
SMPH19019671,VALPARIN CHRONO 500MG TAB
SMPH19019672,DUBINOR TAB
SMPH19019675,ZOLFRESH 5MG TAB
SMPH19019677,PREGATOR CAP
SMPH19019680,DAXID 50MG TAB
SMPH19019684,NAXDOM 500MG TAB
SMPH19019685,PREGABA M 75MG
SMPH19019686,DICORATE ER 500MG TAB
SMPH19019687,PREGALIN CAP 75 MG
SMPH19019690,COGNISTAR 60MG INJ
SMPH19019694,LEVIPIL 1GM TAB
SMPH19019696,LONAZEP 0.5MG TAB
SMPH19019700,VALPARIN CHRONO 300MG TAB
SMPH19019703,CLOBA TAB 10 MG
SMPH19019714,EPILIVE 500MG TAB
SMPH19019718,LEVIPIL TAB 250 MG
SMPH19019719,DIVAA TAB OD 500 MG
SMPH19019720,EPTOIN ER 300MG TAB
SMPH19019721,VERTIN 24MG TAB
SMPH19019723,CEREBROLYSIN 10ML INJ
SMPH19019724,NICOTEX GUM MINT+ SF 2 MG
SMPH19019727,TEGRITAL 200MG TAB
SMPH19019729,NEUGABA-M 75MG
SMPH19019732,STUGERON FORTE TAB
SMPH19019735,TRYPTOMER TAB 25 MG
SMPH19019737,LEVESAM 500MG TAB
SMPH19019743,LOBAZAM 10MG TAB
SMPH19019745,COLIHENZ P-800MG
SMPH19019747,OXETOL TAB 450 MG
SMPH19019750,GARDENAL 60MG TAB
SMPH19019752,GABANEURON NT 300MG TAB
SMPH19019754,MAXGALIN 75MG CAP
SMPH19019757,TORLEVA 500MG TAB
SMPH19019760,GABANEURON TAB
SMPH19019761,LEVIPIL INJ
SMPH19019765,NEXITO TAB 5 MG
SMPH19019766,PEXEP CR-12.5 MG TAB
SMPH19019771,PIRANULIN 250MG TAB
SMPH19019774,CLONOTRIL 0.5MG TAB
SMPH19019776,GABANTIN CAP 300 MG
SMPH19019787,OXETOL TAB 600 MG
SMPH19019790,PARKITIDIN TAB
SMPH19019791,LACOSAM 100MG TAB
SMPH19019792,D-VENIZ 50MG TAB
SMPH19019796,HEADSET TAB
SMPH19019805,MODALERT 200MG TAB
SMPH19019810,S-ZETALO PLUS TAB
SMPH19019811,LAMITOR 100MG DT TAB
SMPH19019812,NAXDOM 250 MG TAB
SMPH19019814,COLIHENZ P TAB
SMPH19019816,QUTIPIN 25MG TAB
SMPH19019817,SPINFREE TAB
SMPH19019820,ZENOXA TAB 300 MG
SMPH19019824,MIRTAZ 15MG TAB
SMPH19019828,LACOSET 100MG TAB
SMPH19019830,ADMENTA TAB 10 MG
SMPH19019832,CEHAM P TAB
SMPH19019833,PRAMIPEX 0.5 MG TAB
SMPH19019835,VALPROL CR 300 MG TAB
SMPH19019840,KEPPRA 500MG TAB
SMPH19019842,MIRTAZ 7.5MG TAB
SMPH19019843,SYNDOPA 110MG TAB
SMPH19019844,NORTRYPTOMER P TAB
SMPH19019852,MAXGALIP AT TAB
SMPH19019857,VERTIZAC TAB
SMPH19019859,RIVOTRIL 0.5MG TAB
SMPH19019861,PEXEP CR 25 MG TAB
SMPH19019862,OXETOL TAB 150 MG
SMPH19019868,DONEP 5MG TAB
SMPH19019870,BETAVERT TAB 16 MG
SMPH19019872,OLEANZ 10MG TAB
SMPH19019873,FELIZ S PLUS TAB
SMPH19019881,OLEANZ TAB 5MG
SMPH19019883,VALPARIN TAB 200 MG
SMPH19019889,NUROKIND G TAB
SMPH19019892,LEVERA 250MG TAB
SMPH19019895,NEXITO LS TAB
SMPH19019899,BILOVAS TAB 40 MG
SMPH19019903,DIZITAC TAB
SMPH19019904,DICORATE ER 250MG TAB
SMPH19019906,TEGRITAL CR 300MG TAB
SMPH19019907,GABANTIP AT 300MG TAB
SMPH19019908,DONEP M TAB
SMPH19019914,LYRICA 150MG CAP
SMPH19019917,DAXID 100MG TAB
SMPH19019921,QUTIPIN 50MG TAB
SMPH19019928,FLUDAC 20MG CAP
SMPH19019933,DUZELA 20MG CAP
SMPH19019936,ADMENTA TAB 5 MG
SMPH19019939,SIZOPIN TAB 100 MG
SMPH19019940,MAXMALA CAP 50 MG
SMPH19019947,SYMBAL TAB 20 MG
SMPH19019948,D-VENIZEP 50MG TAB
SMPH19019951,ROPARK 0.5MG TAB
SMPH19019959,STUGERON PLUS TAB
SMPH19019960,TOPAZ 50MG TAB
SMPH19019961,NOOTROPIL SYP 100ML
SMPH19019965,GABAPIN ME 300 MG TAB
SMPH19019966,GRAVITOR 60MG TAB
SMPH19019969,SERTA TAB 100 MG
SMPH19019971,VALPARIN CHRONO 200MG TAB
SMPH19019977,ARAVON 1.5MG 20ML
SMPH19019978,MAXGALIN ER 75MG TAB
SMPH19019981,STROCIT 500MG INJ 2ML
SMPH19019986,LITHOSUN 400MG TAB SR
SMPH19019987,LAMITOR 50MG DT TAB
SMPH19019988,STALOPAM TAB 10 MG
SMPH19019992,PEDICLORYL SYP 30ML
SMPH19019994,SIZODON PLUS TAB
SMPH19019995,TEGRITAL-CR 200MG TAB
SMPH19019998,SERTA TAB 25 MG
SMPH19019999,MAXGALIN-M 75MG CAP
SMPH19020003,DIVAA TAB OD 250 MG
SMPH19020006,RASALECT 1MG TAB
SMPH19020022,DONAMEM 5MG TAB
SMPH19020025,FLUNARIN 10MG TAB
SMPH19020030,COLIHENZ TAB
SMPH19020032,PRAMIPEX 0.25MG TAB
SMPH19020036,MODALERT 100MG TAB
SMPH19020039,TOPAMAC 50MG TAB
SMPH19020040,LEVENUE 500MG TAB
SMPH19020041,COGNIX PLUS TAB
SMPH19020047,DUZELA 30MG CAP
SMPH19020057,TEGRITAL CR 400MG TAB
SMPH19020058,LONAZEP 0.25MG TAB
SMPH19020061,DISTINON 60MG TAB
SMPH19020066,CLOBA TAB 5 MG
SMPH19020067,QUTIPIN TAB 100MG
SMPH19020072,TRIGABANTIN 100MG TAB
SMPH19020085,MAZETOL 200MG TAB
SMPH19020093,PAXIDEP CR TAB 12.5 MG
SMPH19020098,RASALECT 0.5 MG TAB
SMPH19020099,NEWCITA PLUS TAB
SMPH19020101,LEVERA XR 500 MG TAB
SMPH19020119,PBREN NT TAB
SMPH19020127,FLUVOXIN 100MG TAB
SMPH19020131,ZOSERT 50MG TAB
SMPH19020133,TOPAZ 25MG TAB
SMPH19020137,GABANTIN FORTE TAB
SMPH19020138,SIBELIUM 5MG TAB
SMPH19020148,VINLEP TAB 300 MG
SMPH19020149,NITROSUN TAB 10 MG
SMPH19020153,SULPITAC 100MG TAB
SMPH19020160,LOBAZAM 5MG TAB
SMPH19020165,SYMBAL TAB 30 MG
SMPH19020167,TOPAMAC 25MG TAB
SMPH19020170,GABAMAX GOLD CAP
SMPH19020171,EPSOLIN 2ML INJ
SMPH19020175,PANAZEP 12.5MG TAB
SMPH19020186,RIZACT TAB 10 MG
SMPH19020193,DONAMEM 10MG TAB
SMPH19020197,ZEPTOL CR 300MG TAB
SMPH19020201,ZENOXA TAB 450 MG
SMPH19020207,SIZODON LS TAB
SMPH19020210,NICOTEX-4MG MINT PLUS
SMPH19020216,MAXGALIN 50MG CAP
SMPH19020217,ROPARK 1MG TAB
SMPH19020218,GABANEURON NT 100MG TAB
SMPH19020222,CLONOTRIL 0.25MG DT TAB
SMPH19020226,OLEANZ TAB 2.5MG
SMPH19020238,STABLON 12.5MG TAB
SMPH19020241,DUVANTA 20MG TAB
SMPH19020243,SYNCAPONE 100MG TAB
SMPH19020244,GABANTIN PLUS TAB
SMPH19020245,DONEP 10MG TAB
SMPH19020246,VERTIN OD 48MG TAB
SMPH19020253,PREGALIN SR 75MG TAB
SMPH19020261,SERLIFT TAB 50 MG
SMPH19020265,MAXMALA FORTE CAP
SMPH19020268,TOPAMAC 100MG TAB
SMPH19020272,FELIZ-S 10MG TAB
SMPH19020273,UVOX 100MG TAB
SMPH19020274,OLEANZ PLUS
SMPH19020276,NOOTROPIL INJ
SMPH19020281,TOFICALM 50MG TAB
SMPH19020284,SYNDOPA TAB CR 250MG
SMPH19020291,DULANE 20MG CAP
SMPH19020301,EPTOIN SYP
SMPH19020303,GARDENAL 30MG TAB
SMPH19020315,NEUGATRIP TAB
SMPH19020321,MYO-PYROLATE 5ML INJ
SMPH19020322,VALPARIN TAB 500 MG
SMPH19020323,TRINICALM PLUS TAB
SMPH19020346,NEUROCETAM TAB 800 MG
SMPH19020352,ZEPTOL CR 400MG TAB
SMPH19020363,BETAVERT OD 24MG TAB
SMPH19020365,NERVITE PLUS TAB
SMPH19020367,ZEPTOL CR 200MG TAB
SMPH19020390,LEVESAM SYP 100ML
SMPH19020397,STALOPAM LITE TAB
SMPH19020401,GARDENAL 20MG/5ML SYP
SMPH19020410,OXETOL XR 300MG TAB
SMPH19020422,MDD XR 50MG TAB
SMPH19020423,DIVAA TAB OD 750 MG
SMPH19020425,DESVAL ER 500MG TAB
SMPH19020426,SENSIVAL 25MG TAB
SMPH19020435,CENSPRAM PLUS TAB
SMPH19020445,ARIP MT TAB 10 MG
SMPH19020447,LONAZEP 2MG TAB
SMPH19020460,SULPITAC 50MG TAB
SMPH19020465,ACAMPROL 333MG TAB
SMPH19020472,CENSPRAM LITE TAB
SMPH19020476,ARPIZOL TAB 10 MG
SMPH19020481,SOMAZINA TAB 500MG
SMPH19020482,ARIP MT TAB 5 MG
SMPH19020483,AMIXIDE TAB 25 MG/10
SMPH19020486,LACOSET 50MG TAB
SMPH19020487,PRODEP TAB 20MG
SMPH19020492,LAREGAB NT TAB
SMPH19020499,GABANTIN NT TAB
SMPH19020504,ENCORATE 500MG TAB
SMPH19020513,ZEVERT MD 16MG TAB
SMPH19020517,VALPROL CR 200MG TAB
SMPH19020523,OLIMELT 5MG TAB
SMPH19020527,GABANTIP AT 100MG TAB
SMPH19020530,ELIWEL 10MG TAB
SMPH19020531,DUVANTA 30MG TAB
SMPH19020532,NITREST TAB 10MG
SMPH19020537,FLUNIL 20MG CAP
SMPH19020539,FLUVOXIN 50MG TAB
SMPH19020541,CLONOTRIL PLUS TAB
SMPH19020545,OPIPROL TAB 50 MG
SMPH19020551,PETRIL BETA 20MG TAB
SMPH19020552,PROVANOL PLUS 10MG TAB
SMPH19020553,PANAZEP 25 TAB
SMPH19020556,TOPIROL 50MG TAB
SMPH19020557,NICOTEX GUM CHEW 4 MG
SMPH19020559,MAXMALA CAP 75 MG
SMPH19020561,CEREVATE TAB 90 MG
SMPH19020562,VALANCE 250MG 100ML
SMPH19020566,DULOT 20MG TAB
SMPH19020569,CHAMPIX TAB 1 MG
SMPH19020580,LACOSAM 50MG TAB
SMPH19020593,NUROKIND G TAB 100MG
SMPH19020603,SIZOPIN TAB 50 MG
SMPH19020605,LAMITOR 25MG DT TAB
SMPH19020609,LEVEPSY INJ
